Time,Title,Summary,year,month,day,anger,positivity,joy,disgust,surprise,trust,anticipation,sadness,negative,fear
2021-06-16 06:46:00,απεργία παραλύει η χώρα με μαζικές συγκεντρώσεις πώς θα κινηθούν τα μμμ,λουκέτο βάζει σήμερα ο δημόσιος τομέας λόγω της 24ωρης απεργίας της αδεδυ αλλά ο ιδιωτικός τομέας λόγω της 24ωρης απεργίας που έχει κηρύξει το εκα και το παμε λόγω της ψήφισης του εργασιακού σχεδίου νόμου,2021,Jun,16,0,0,0,1,0,0,0,0,0,0
2021-06-15 21:20:00,παράνομη μέχρι τις 10 το πρωί η απεργία της αδεδυ ποιοι απεργούν πώς θα λειτουργήσουν τα μμμ,παράνομη έκρινε την 24ωρη απεργία που έχει εξαγγείλει για αύριο η αδεδυ το πρωτοδικείο της αθήνας,2021,Jun,15,1,0,0,1,0,0,1,0,1,0
2021-06-15 17:57:00,απεργία 16 ιούνιου πώς θα λειτουργήσουν τα μμμ,με στάσεις εργασίας συμμετέχουν στην αυριανή 24ωρη απεργία της αδεδυ και του εκα οι εργαζόμενοι στα μέσα μεταφοράς προκειμένου να εξυπηρετηθούν οι μαθητές και οι μαθήτριες που δίνουν πανελλήνιες 2021,2021,Jun,15,1,0,0,0,0,1,1,0,2,0
2021-06-15 14:45:00,οτοε τετράωρη πανελλαδική στάση εργασίας στις τράπεζες την τετάρτη,την προκήρυξη τετράωρης παντραπεζικής πανελλαδικής στάσης εργασίας την τετάρτη 16 ιουνίου 2021 από τις 1115 έως τη λήξη του ωραρίου αποφάσισε μεταξύ άλλων η εκτελεστική γραμματεία της ομοσπονδίας τραπεζοϋπαλληλικών οργανώσεων ελλάδος οτοε λόγω της 24ώρης απεργίας,2021,Jun,15,0,1,0,0,0,0,0,2,3,0
2021-06-15 13:31:00,κοινωνικός τουρισμός 2021 πότε κλείνουν οι αιτήσεις για το πρόγραμμα του οαεδ δικαιούχοι και voucher,μέχρι τα μεσάνυχτα της 17ης ιουνίου θα μπορούν να υποβάλλουν οι ενδιαφερόμενοιδικαιούχοι αιτήσεις για συμμετοχή τους στο πρόγραμμα κοινωνικού τουρισμού του οαεδ για το 20212022,2021,Jun,15,0,1,0,0,0,0,1,0,0,0
2021-06-15 09:34:00,απεργία αύριο τετάρτη 166 χωρίς μετρό αύριο στάση εργασίας στα λεωφορεία ποιοι απεργούν,την κήρυξη 24ωρης απεργίας αύριο τετάρτη 16 ιουνίου 2021 ανακοίνωσε η αδεδυ χωρίς μετρό θα παραμείνει η πρωτεύουσα αύριο στάσεις εργασίας στα λεωφορεία,2021,Jun,15,1,0,0,1,0,0,2,1,2,1
2021-06-15 07:05:00,εργανη ξεκινούν σήμερα οι αιτήσεις για τους εποχικά εργαζομένους,από σήμερα 15 ιουνίου ξεκινάει η υποβολή μονομερών υπεύθυνων δηλώσεων μαΐου από εποχικά εργαζόμενους με δικαίωμα επαναπρόσληψης στο πς εργανη και θα ολοκληρωθεί στις 25 ιουνίου,2021,Jun,15,0,0,0,0,0,0,0,0,0,0
2021-06-14 18:10:00,νέος παιδικός σταθμός στη σαλαμίνα,η άμεση ανέγερση παιδικού σταθμού για να εξυπηρετηθούν οι υψηλές ανάγκες παιδικής προστασίας της τοπικής κοινωνίας στη σαλαμίνα ανακοινώθηκε κατά την επίσκεψη της υφυπουργού εργασίας και κοινωνικών υποθέσεων αρμόδια για θέματα πρόνοιας και κοινωνικής αλληλεγγύης δόμνας μιχαηλίδου και του διοικητή του οαεδ σπύρου πρωτοψάλτη,2021,Jun,14,0,1,0,0,0,0,0,0,2,0
2021-06-14 17:28:00,οπεκα παράταση για τον κοινωνικό τουρισμό και άλλα προγράμματα αγροτικής εστίας,παρατείνεται μέχρι τις 18 ιουνίου η υποβολή αιτήσεων για τους δικαιούχους του κοινωνικού τουρισμού στα προγράμματα αγροτικής εστίας του οπεκα,2021,Jun,14,0,0,0,0,0,0,0,0,0,0
2021-06-14 16:09:00,εργασιακό νομοσχέδιο ποιοι συμμετέχουν στην απεργία την τετάρτη 16 ιουνίου,24ωρη απεργία στο δημόσιο στάση εργασίας στον ιδιωτικό τομέα και ταλαιπωρία σε όσους πάνε για δουλειά,2021,Jun,14,2,1,0,1,0,0,1,3,5,2
2021-06-14 15:33:00,γσεε στάση εργασίας και όχι απεργία την τετάρτη 16 ιουνίου,στάση εργασίας αποφάσισε η γσεε κατά τη συνεδρίαση της εκτελεστικής επιτροπής για να καθορίσει την περαιτέρω δράση της συνομοσπονδίας σχετικά με το εργασιακό νομοσχέδιο,2021,Jun,14,1,1,0,0,0,0,0,1,2,0
2021-06-17 06:56:00,αποκλειστικό ξεκινούν οι αιτήσεις για το νέο πρόγραμμα κοινωφελούς εργασίας του οαεδ,ξεκινάει τον αύγουστο η διαδικασία για την υποβολή των αιτήσεων για το νέο πρόγραμμα κοινωφελούς εργασίας του οαεδ το οποίο όπως αποκάλυψε το dnews αφορά τελικά 25000 θέσεις εργασίας σε δήμους περιφέρειες και δημόσιους φορείς,2021,Jun,17,0,2,1,1,1,1,1,0,2,1
2021-06-17 06:45:00,οαεδ τέλος χρόνου για τον κοινωνικό τουρισμό 2021,τελευταία ημέρα σήμερα για την υποβολή αιτήσεων για τις 300000 επιταγές του κοινωνικού τουρισμού του οαεδ η προθεσμία λήγει σήμερα στις 2359 και ήδη έχει ξεπεράσει ο αριθμός των αιτήσεων τις 300000 επιταγές,2021,Jun,17,0,0,0,1,0,0,0,0,0,0
2021-06-16 12:31:00,με απέλυσε ο εργοδότης  σύζυγος μου τι δικαιώματα έχω,δεν είναι σπάνιο φαινόμενο εργαζόμενος σύζυγος να απασχολείται και να παρέχει υπηρεσίες στην επιχείρηση του άλλου συζύγου,2021,Jun,16,0,2,1,0,0,1,1,0,0,0
2021-06-16 11:33:00,εκτός του χρόνου εργασίας το διάλειμμα των εργαζομένων,εκτός του ωραρίου εργασίας τίθεται το διάλειμμα των εργαζομένων σύμφωνα με το άρθρο 56 του εργασιακού νομοσχεδίου που ψηφίζεται σήμερα στη βουλή,2021,Jun,16,0,1,0,0,0,0,1,0,1,0
2021-06-16 10:41:00,τι αλλάζει στις καλοκαιρινές άδειες των εργαζομένων,μέχρι το τέλος του 2022 μπορούν να λάβουν την άδεια ή το υπόλοιπο άδειας του 2020 οι εργαζόμενοι που τέθηκαν σε αναστολή για κάποιο χρονικό διάστημα πέρσι σύμφωνα τις διατάξεις του νέου εργασιακού σχεδίου νόμου που ψηφίζεται σήμερα στη βουλή,2021,Jun,16,1,3,0,0,0,1,0,0,1,0
2021-06-16 10:34:00,υπουργείο εργασίας όλες οι αλλαγές που φέρνει το εργασιακό νομοσχέδιο,με 15 ερωταπαντήσεις το υπουργείο εργασίας παρουσιάζει τις κυριότερες αλλαγές του εργασιακού νομοσχεδίου που ψηφίζεται σήμερα στη βουλή,2021,Jun,16,0,1,1,0,0,1,0,0,1,0
2021-06-16 09:48:00,ξεκίνησαν οι δηλώσεις στο supportemployees για τους εποχικά εργαζομένους,έχει ξεκινήσει από χθες η υποβολή μονομερών υπεύθυνων δηλώσεων μαΐου στο supportemployees από εποχικά εργαζόμενους με δικαίωμα επαναπρόσληψης στο πς εργανη και θα ολοκληρωθεί στις 25 ιουνίου,2021,Jun,16,0,0,0,1,0,0,0,0,0,0
2021-06-16 07:07:00,κοινωνικός τουρισμός 2021 όχι σε παράταση λέει ο οαεδ,ξεπέρασαν τις 190000 οι αιτήσεις για 355000 επιταγές του κοινωνικού τουρισμού του οαεδ σύμφωνα με πληροφορίες του dnews,2021,Jun,16,0,1,0,0,0,0,0,0,0,0
2021-06-16 06:46:00,απεργία παραλύει η χώρα με μαζικές συγκεντρώσεις πώς θα κινηθούν τα μμμ,λουκέτο βάζει σήμερα ο δημόσιος τομέας λόγω της 24ωρης απεργίας της αδεδυ αλλά ο ιδιωτικός τομέας λόγω της 24ωρης απεργίας που έχει κηρύξει το εκα και το παμε λόγω της ψήφισης του εργασιακού σχεδίου νόμου,2021,Jun,16,0,0,0,1,0,0,0,0,0,0
2021-06-15 21:20:00,παράνομη μέχρι τις 10 το πρωί η απεργία της αδεδυ ποιοι απεργούν πώς θα λειτουργήσουν τα μμμ,παράνομη έκρινε την 24ωρη απεργία που έχει εξαγγείλει για αύριο η αδεδυ το πρωτοδικείο της αθήνας,2021,Jun,15,1,0,0,1,0,0,1,0,1,0
2021-06-15 17:57:00,απεργία 16 ιούνιου πώς θα λειτουργήσουν τα μμμ,με στάσεις εργασίας συμμετέχουν στην αυριανή 24ωρη απεργία της αδεδυ και του εκα οι εργαζόμενοι στα μέσα μεταφοράς προκειμένου να εξυπηρετηθούν οι μαθητές και οι μαθήτριες που δίνουν πανελλήνιες 2021,2021,Jun,15,1,0,0,0,0,1,1,0,2,0
2021-06-15 14:45:00,οτοε τετράωρη πανελλαδική στάση εργασίας στις τράπεζες την τετάρτη,την προκήρυξη τετράωρης παντραπεζικής πανελλαδικής στάσης εργασίας την τετάρτη 16 ιουνίου 2021 από τις 1115 έως τη λήξη του ωραρίου αποφάσισε μεταξύ άλλων η εκτελεστική γραμματεία της ομοσπονδίας τραπεζοϋπαλληλικών οργανώσεων ελλάδος οτοε λόγω της 24ώρης απεργίας,2021,Jun,15,0,1,0,0,0,0,0,2,3,0
2021-06-15 13:31:00,κοινωνικός τουρισμός 2021 πότε κλείνουν οι αιτήσεις για το πρόγραμμα του οαεδ δικαιούχοι και voucher,μέχρι τα μεσάνυχτα της 17ης ιουνίου θα μπορούν να υποβάλλουν οι ενδιαφερόμενοιδικαιούχοι αιτήσεις για συμμετοχή τους στο πρόγραμμα κοινωνικού τουρισμού του οαεδ για το 20212022,2021,Jun,15,0,1,0,0,0,0,1,0,0,0
2021-06-15 09:34:00,απεργία αύριο τετάρτη 166 χωρίς μετρό αύριο στάση εργασίας στα λεωφορεία ποιοι απεργούν,την κήρυξη 24ωρης απεργίας αύριο τετάρτη 16 ιουνίου 2021 ανακοίνωσε η αδεδυ χωρίς μετρό θα παραμείνει η πρωτεύουσα αύριο στάσεις εργασίας στα λεωφορεία,2021,Jun,15,1,0,0,1,0,0,2,1,2,1
2021-06-15 07:05:00,εργανη ξεκινούν σήμερα οι αιτήσεις για τους εποχικά εργαζομένους,από σήμερα 15 ιουνίου ξεκινάει η υποβολή μονομερών υπεύθυνων δηλώσεων μαΐου από εποχικά εργαζόμενους με δικαίωμα επαναπρόσληψης στο πς εργανη και θα ολοκληρωθεί στις 25 ιουνίου,2021,Jun,15,0,0,0,0,0,0,0,0,0,0
2021-06-14 18:10:00,νέος παιδικός σταθμός στη σαλαμίνα,η άμεση ανέγερση παιδικού σταθμού για να εξυπηρετηθούν οι υψηλές ανάγκες παιδικής προστασίας της τοπικής κοινωνίας στη σαλαμίνα ανακοινώθηκε κατά την επίσκεψη της υφυπουργού εργασίας και κοινωνικών υποθέσεων αρμόδια για θέματα πρόνοιας και κοινωνικής αλληλεγγύης δόμνας μιχαηλίδου και του διοικητή του οαεδ σπύρου πρωτοψάλτη,2021,Jun,14,0,1,0,0,0,0,0,0,2,0
2021-06-14 17:28:00,οπεκα παράταση για τον κοινωνικό τουρισμό και άλλα προγράμματα αγροτικής εστίας,παρατείνεται μέχρι τις 18 ιουνίου η υποβολή αιτήσεων για τους δικαιούχους του κοινωνικού τουρισμού στα προγράμματα αγροτικής εστίας του οπεκα,2021,Jun,14,0,0,0,0,0,0,0,0,0,0
2021-06-14 16:09:00,εργασιακό νομοσχέδιο ποιοι συμμετέχουν στην απεργία την τετάρτη 16 ιουνίου,24ωρη απεργία στο δημόσιο στάση εργασίας στον ιδιωτικό τομέα και ταλαιπωρία σε όσους πάνε για δουλειά,2021,Jun,14,2,1,0,1,0,0,1,3,5,2
